           t           r         psi          cs          qs               p             sig           A           V           Q           S
    0.000000    0.000000   -1.570796   -1.315170    0.000000        5.805338       -3.241068    0.000000    0.000000    0.000000    4.565872
    0.000500    0.002283   -1.567794   -1.315170   -0.003105        5.805338       -3.241068    0.000016    0.000000    0.000000    4.565872
    0.001000    0.004566   -1.564791   -1.315170   -0.006209        5.805338       -3.241068    0.000065    0.000000    0.000000    4.565872
    0.001500    0.006849   -1.561789   -1.315170   -0.009314        5.805338       -3.241068    0.000147    0.000000    0.000000    4.565872
    0.002000    0.009132   -1.558787   -1.315170   -0.012418        5.805338       -3.241068    0.000262    0.000000    0.000000    4.565872
    0.002500    0.011414   -1.555784   -1.315170   -0.015523        5.805338       -3.241068    0.000409    0.000000    0.000000    4.565872
    0.003000    0.013697   -1.552782   -1.315170   -0.018627        5.805338       -3.241068    0.000589    0.000000    0.000000    4.565872
    0.003500    0.015979   -1.549779   -1.315170   -0.021732        5.805338       -3.241068    0.000802    0.000000    0.000000    4.565872
    0.004000    0.018262   -1.546777   -1.315170   -0.024836        5.805338       -3.241068    0.001048    0.000000    0.000000    4.565872
    0.004500    0.020544   -1.543774   -1.315156   -0.027941        5.805338       -3.241068    0.001326    0.000000    0.000000    4.565872
    0.005000    0.022826   -1.540772   -1.315093   -0.031046        5.805338       -3.241068    0.001637    0.000000    0.000000    4.565872
    0.005500    0.025108   -1.537770   -1.315028   -0.034151        5.805338       -3.241068    0.001981    0.000000    0.000000    4.565872
    0.006000    0.027389   -1.534768   -1.314960   -0.037255        5.805338       -3.241068    0.002358    0.000001    0.000000    4.565872
    0.006500    0.029671   -1.531766   -1.314888   -0.040359        5.805338       -3.241068    0.002767    0.000001    0.000000    4.565872
    0.007000    0.031952   -1.528764   -1.314812   -0.043462        5.805338       -3.241068    0.003209    0.000001    0.000000    4.565872
    0.007500    0.034232   -1.525763   -1.314732   -0.046565        5.805338       -3.241068    0.003683    0.000001    0.000000    4.565872
