           t           r         psi          cs          qs               p             sig           A           V           Q           S
    0.000000   -0.000000   -1.570796   -1.222951   -0.000000        4.251040       -2.446035    0.000000   -0.000000    0.000000    5.815153
    0.000500    0.002908   -1.567241   -1.222951   -0.002518        4.251040       -2.446035    0.000027    0.000000    0.000000    5.815153
    0.001000    0.005815   -1.563685   -1.222951   -0.005035        4.251040       -2.446035    0.000106    0.000000    0.000000    5.815153
    0.001500    0.008723   -1.560129   -1.222951   -0.007553        4.251040       -2.446035    0.000239    0.000000    0.000000    5.815153
    0.002000    0.011630   -1.556573   -1.222951   -0.010070        4.251040       -2.446035    0.000425    0.000000    0.000000    5.815153
    0.002500    0.014537   -1.553017   -1.222951   -0.012588        4.251040       -2.446035    0.000664    0.000000    0.000000    5.815153
    0.003000    0.017444   -1.549461   -1.222951   -0.015105        4.251040       -2.446035    0.000956    0.000000    0.000000    5.815153
    0.003500    0.020351   -1.545906   -1.222945   -0.017623        4.251040       -2.446035    0.001301    0.000000    0.000000    5.815153
    0.004000    0.023257   -1.542350   -1.222894   -0.020141        4.251040       -2.446035    0.001700    0.000000    0.000000    5.815153
    0.004500    0.026164   -1.538794   -1.222841   -0.022658        4.251040       -2.446035    0.002151    0.000000    0.000000    5.815153
    0.005000    0.029070   -1.535239   -1.222784   -0.025176        4.251040       -2.446035    0.002656    0.000001    0.000000    5.815153
    0.005500    0.031975   -1.531684   -1.222722   -0.027693        4.251040       -2.446035    0.003213    0.000001    0.000000    5.815153
    0.006000    0.034880   -1.528129   -1.222657   -0.030210        4.251040       -2.446035    0.003824    0.000001    0.000000    5.815153
    0.006500    0.037785   -1.524574   -1.222586   -0.032726        4.251040       -2.446035    0.004488    0.000002    0.000000    5.815153
    0.007000    0.040689   -1.521019   -1.222510   -0.035242        4.251040       -2.446035    0.005204    0.000003    0.000000    5.815153
    0.007500    0.043593   -1.517465   -1.222429   -0.037758        4.251040       -2.446035    0.005974    0.000003    0.000000    5.815153
    0.008000    0.046496   -1.513910   -1.222343   -0.040274        4.251040       -2.446035    0.006797    0.000004    0.000000    5.815153
    0.008500    0.049399   -1.510356   -1.222251   -0.042789        4.251040       -2.446035    0.007673    0.000006    0.000000    5.815153
    0.009000    0.052301   -1.506803   -1.222155   -0.045304        4.251040       -2.446035    0.008602    0.000007    0.000000    5.815153
    0.009500    0.055202   -1.503249   -1.222052   -0.047818        4.251040       -2.446035    0.009584    0.000009    0.000000    5.815153
    0.010000    0.058103   -1.499696   -1.221945   -0.050332        4.251040       -2.446035    0.010619    0.000011    0.000000    5.815153
    0.010500    0.061002   -1.496144   -1.221832   -0.052845        4.251040       -2.446035    0.011707    0.000013    0.000000    5.815153
    0.011000    0.063901   -1.492591   -1.221713   -0.055358        4.251040       -2.446035    0.012848    0.000016    0.000000    5.815153
    0.011500    0.066800   -1.489039   -1.221589   -0.057870        4.251040       -2.446035    0.014042    0.000019    0.000000    5.815153
    0.012000    0.069697   -1.485488   -1.221460   -0.060382        4.251040       -2.446035    0.015289    0.000023    0.000000    5.815153
    0.012500    0.072594   -1.481936   -1.221325   -0.062893        4.251040       -2.446035    0.016588    0.000027    0.000000    5.815153
    0.013000    0.075489   -1.478385   -1.221185   -0.065404        4.251040       -2.446035    0.017941    0.000031    0.000000    5.815153
    0.013500    0.078384   -1.474835   -1.221040   -0.067914        4.251040       -2.446035    0.019347    0.000036    0.000000    5.815153
    0.014000    0.081278   -1.471285   -1.220888   -0.070424        4.251040       -2.446035    0.020805    0.000042    0.000000    5.815153
    0.014500    0.084170   -1.467735   -1.220732   -0.072932        4.251040       -2.446035    0.022316    0.000048    0.000000    5.815153
    0.015000    0.087062   -1.464186   -1.220570   -0.075440        4.251040       -2.446035    0.023880    0.000055    0.000000    5.815153
    0.015500    0.089953   -1.460637   -1.220402   -0.077948        4.251040       -2.446035    0.025497    0.000063    0.000000    5.815153
    0.016000    0.092842   -1.457089   -1.220229   -0.080455        4.251040       -2.446035    0.027167    0.000072    0.000000    5.815153
    0.016500    0.095730   -1.453542   -1.220051   -0.082961        4.251040       -2.446035    0.028890    0.000081    0.000000    5.815153
    0.017000    0.098617   -1.449994   -1.219867   -0.085466        4.251040       -2.446035    0.030665    0.000091    0.000000    5.815153
    0.017500    0.101503   -1.446448   -1.219678   -0.087970        4.251040       -2.446035    0.032493    0.000102    0.000000    5.815153
    0.018000    0.104387   -1.442902   -1.219483   -0.090474        4.251040       -2.446035    0.034374    0.000115    0.000000    5.815153
    0.018500    0.107271   -1.439356   -1.219282   -0.092977        4.251040       -2.446035    0.036307    0.000128    0.000000    5.815153
    0.019000    0.110152   -1.435812   -1.219077   -0.095479        4.251040       -2.446035    0.038293    0.000142    0.000000    5.815153
    0.019500    0.113033   -1.432267   -1.218865   -0.097980        4.251040       -2.446035    0.040332    0.000158    0.000000    5.815153
    0.020000    0.115912   -1.428724   -1.218649   -0.100480        4.251040       -2.446035    0.042423    0.000174    0.000000    5.815153
    0.020500    0.118789   -1.425181   -1.218427   -0.102979        4.251040       -2.446035    0.044567    0.000192    0.000000    5.815153
    0.021000    0.121665   -1.421638   -1.218199   -0.105477        4.251040       -2.446035    0.046763    0.000212    0.000000    5.815153
    0.021500    0.124540   -1.418097   -1.217966   -0.107975        4.251040       -2.446035    0.049012    0.000233    0.000000    5.815153
    0.022000    0.127413   -1.414556   -1.217727   -0.110471        4.251040       -2.446035    0.051314    0.000255    0.000000    5.815153
    0.022500    0.130284   -1.411015   -1.217483   -0.112966        4.251040       -2.446035    0.053668    0.000279    0.000000    5.815153
    0.023000    0.133154   -1.407476   -1.217234   -0.115460        4.251040       -2.446035    0.056074    0.000304    0.000000    5.815153
    0.023500    0.136022   -1.403937   -1.216979   -0.117954        4.251040       -2.446035    0.058533    0.000332    0.000000    5.815153
    0.024000    0.138888   -1.400399   -1.216718   -0.120446        4.251040       -2.446035    0.061044    0.000361    0.000000    5.815153
    0.024500    0.141753   -1.396862   -1.216452   -0.122937        4.251040       -2.446035    0.063607    0.000391    0.000000    5.815153
    0.025000    0.144616   -1.393325   -1.216181   -0.125427        4.251040       -2.446035    0.066223    0.000424    0.000000    5.815153
    0.025500    0.147477   -1.389789   -1.215904   -0.127915        4.251040       -2.446035    0.068891    0.000459    0.000000    5.815153
    0.026000    0.150336   -1.386254   -1.215622   -0.130403        4.251040       -2.446035    0.071612    0.000496    0.000000    5.815153
    0.026500    0.153193   -1.382720   -1.215334   -0.132889        4.251040       -2.446035    0.074384    0.000535    0.000000    5.815153
    0.027000    0.156048   -1.379187   -1.215041   -0.135374        4.251040       -2.446035    0.077209    0.000576    0.000000    5.815153
    0.027500    0.158902   -1.375655   -1.214742   -0.137858        4.251040       -2.446035    0.080086    0.000619    0.000000    5.815153
    0.028000    0.161753   -1.372123   -1.214438   -0.140341        4.251040       -2.446035    0.083015    0.000665    0.000000    5.815153
    0.028500    0.164603   -1.368593   -1.214129   -0.142822        4.251040       -2.446035    0.085996    0.000714    0.000000    5.815153
