           t           r         psi          cs          qs               p             sig           A           V           Q           S
    0.000000    0.000000   -1.570796   -1.209814   -0.000000        4.461480       -2.505784   -0.000000    0.000000    0.000000    6.372815
    0.000500    0.003186   -1.566941   -1.209814   -0.002552        4.461480       -2.505784    0.000032    0.000000    0.000000    6.372815
    0.001000    0.006373   -1.563086   -1.209814   -0.005103        4.461480       -2.505784    0.000128    0.000000    0.000000    6.372815
    0.001500    0.009559   -1.559231   -1.209814   -0.007655        4.461480       -2.505784    0.000287    0.000000    0.000000    6.372815
    0.002000    0.012745   -1.555376   -1.209814   -0.010207        4.461480       -2.505784    0.000510    0.000000    0.000000    6.372815
    0.002500    0.015931   -1.551522   -1.209814   -0.012758        4.461480       -2.505784    0.000797    0.000000    0.000000    6.372815
    0.003000    0.019117   -1.547667   -1.209814   -0.015310        4.461480       -2.505784    0.001148    0.000000    0.000000    6.372815
    0.003500    0.022302   -1.543812   -1.209777   -0.017862        4.461480       -2.505784    0.001563    0.000000    0.000000    6.372815
    0.004000    0.025487   -1.539957   -1.209723   -0.020414        4.461480       -2.505784    0.002041    0.000000    0.000000    6.372815
    0.004500    0.028672   -1.536102   -1.209666   -0.022965        4.461480       -2.505784    0.002583    0.000001    0.000000    6.372815
    0.005000    0.031856   -1.532248   -1.209605   -0.025516        4.461480       -2.505784    0.003189    0.000001    0.000000    6.372815
    0.005500    0.035040   -1.528394   -1.209538   -0.028067        4.461480       -2.505784    0.003859    0.000001    0.000000    6.372815
    0.006000    0.038223   -1.524540   -1.209466   -0.030617        4.461480       -2.505784    0.004592    0.000002    0.000000    6.372815
    0.006500    0.041406   -1.520686   -1.209388   -0.033168        4.461480       -2.505784    0.005389    0.000003    0.000000    6.372815
    0.007000    0.044588   -1.516833   -1.209304   -0.035717        4.461480       -2.505784    0.006250    0.000004    0.000000    6.372815
    0.007500    0.047769   -1.512979   -1.209215   -0.038266        4.461480       -2.505784    0.007175    0.000005    0.000000    6.372815
    0.008000    0.050950   -1.509126   -1.209120   -0.040815        4.461480       -2.505784    0.008163    0.000006    0.000000    6.372815
    0.008500    0.054130   -1.505274   -1.209018   -0.043364        4.461480       -2.505784    0.009215    0.000008    0.000000    6.372815
    0.009000    0.057309   -1.501422   -1.208911   -0.045911        4.461480       -2.505784    0.010331    0.000010    0.000000    6.372815
    0.009500    0.060488   -1.497570   -1.208798   -0.048459        4.461480       -2.505784    0.011510    0.000013    0.000000    6.372815
    0.010000    0.063665   -1.493718   -1.208678   -0.051005        4.461480       -2.505784    0.012753    0.000016    0.000000    6.372815
    0.010500    0.066842   -1.489867   -1.208553   -0.053551        4.461480       -2.505784    0.014059    0.000019    0.000000    6.372815
    0.011000    0.070017   -1.486016   -1.208422   -0.056097        4.461480       -2.505784    0.015429    0.000023    0.000000    6.372815
    0.011500    0.073191   -1.482166   -1.208284   -0.058642        4.461480       -2.505784    0.016863    0.000027    0.000000    6.372815
    0.012000    0.076365   -1.478316   -1.208141   -0.061186        4.461480       -2.505784    0.018360    0.000032    0.000000    6.372815
    0.012500    0.079537   -1.474467   -1.207991   -0.063729        4.461480       -2.505784    0.019920    0.000038    0.000000    6.372815
    0.013000    0.082708   -1.470618   -1.207836   -0.066272        4.461480       -2.505784    0.021544    0.000045    0.000000    6.372815
    0.013500    0.085878   -1.466769   -1.207674   -0.068814        4.461480       -2.505784    0.023232    0.000052    0.000000    6.372815
    0.014000    0.089046   -1.462922   -1.207506   -0.071355        4.461480       -2.505784    0.024983    0.000060    0.000000    6.372815
    0.014500    0.092214   -1.459074   -1.207332   -0.073895        4.461480       -2.505784    0.026798    0.000069    0.000000    6.372815
    0.015000    0.095379   -1.455227   -1.207152   -0.076434        4.461480       -2.505784    0.028676    0.000079    0.000000    6.372815
    0.015500    0.098544   -1.451381   -1.206966   -0.078973        4.461480       -2.505784    0.030617    0.000090    0.000000    6.372815
    0.016000    0.101707   -1.447536   -1.206774   -0.081510        4.461480       -2.505784    0.032621    0.000102    0.000000    6.372815
    0.016500    0.104868   -1.443691   -1.206576   -0.084047        4.461480       -2.505784    0.034689    0.000115    0.000000    6.372815
    0.017000    0.108028   -1.439846   -1.206372   -0.086583        4.461480       -2.505784    0.036820    0.000130    0.000000    6.372815
    0.017500    0.111187   -1.436003   -1.206162   -0.089117        4.461480       -2.505784    0.039015    0.000146    0.000000    6.372815
    0.018000    0.114343   -1.432160   -1.205946   -0.091651        4.461480       -2.505784    0.041273    0.000163    0.000000    6.372815
    0.018500    0.117498   -1.428317   -1.205723   -0.094183        4.461480       -2.505784    0.043593    0.000182    0.000000    6.372815
    0.019000    0.120651   -1.424476   -1.205495   -0.096715        4.461480       -2.505784    0.045977    0.000203    0.000000    6.372815
    0.019500    0.123803   -1.420635   -1.205260   -0.099245        4.461480       -2.505784    0.048424    0.000225    0.000000    6.372815
    0.020000    0.126953   -1.416795   -1.205020   -0.101774        4.461480       -2.505784    0.050935    0.000249    0.000000    6.372815
    0.020500    0.130100   -1.412956   -1.204773   -0.104302        4.461480       -2.505784    0.053508    0.000274    0.000000    6.372815
