         t            r          psi           cs           qs            p          sig            A            V            Q           s1
0.00000000   0.00000000  -1.57079633  -1.20229447   0.00000000   4.07450250  -2.46648335   0.00000000   0.00000000   0.00000000   5.40467946
0.00010000   0.00054047  -1.57014653  -1.20229447  -0.00050166   4.07450250  -2.46648335   0.00000092   0.00000000   0.00000000   5.40467946
0.00020000   0.00108094  -1.56949672  -1.20229447  -0.00100331   4.07450250  -2.46648335   0.00000367   0.00000000   0.00000000   5.40467946
0.00030000   0.00162140  -1.56884692  -1.20229447  -0.00150497   4.07450250  -2.46648335   0.00000826   0.00000000   0.00000000   5.40467946
0.00040000   0.00216187  -1.56819712  -1.20229447  -0.00200662   4.07450250  -2.46648335   0.00001468   0.00000000   0.00000000   5.40467946
0.00050000   0.00270233  -1.56754732  -1.20229447  -0.00250828   4.07450250  -2.46648335   0.00002294   0.00000000   0.00000000   5.40467946
0.00060000   0.00324280  -1.56689752  -1.20229447  -0.00300994   4.07450250  -2.46648335   0.00003304   0.00000000   0.00000000   5.40467946
0.00070000   0.00378326  -1.56624772  -1.20229447  -0.00351159   4.07450250  -2.46648335   0.00004497   0.00000000   0.00000000   5.40467946
0.00080000   0.00432372  -1.56559791  -1.20229447  -0.00401325   4.07450250  -2.46648335   0.00005873   0.00000000   0.00000000   5.40467946
0.00090000   0.00486418  -1.56494811  -1.20229447  -0.00451490   4.07450250  -2.46648335   0.00007433   0.00000000   0.00000000   5.40467946
0.00100000   0.00540464  -1.56429831  -1.20229447  -0.00501656   4.07450250  -2.46648335   0.00009177   0.00000000   0.00000000   5.40467946
0.00110000   0.00594510  -1.56364851  -1.20229447  -0.00551821   4.07450250  -2.46648335   0.00011104   0.00000000   0.00000000   5.40467946
0.00120000   0.00648555  -1.56299871  -1.20229447  -0.00601987   4.07450250  -2.46648335   0.00013214   0.00000000   0.00000000   5.40467946
0.00130000   0.00702600  -1.56234891  -1.20229447  -0.00652153   4.07450250  -2.46648335   0.00015509   0.00000000   0.00000000   5.40467946
0.00140000   0.00756645  -1.56169910  -1.20229447  -0.00702318   4.07450250  -2.46648335   0.00017986   0.00000000   0.00000000   5.40467946
0.00150000   0.00810689  -1.56104930  -1.20229447  -0.00752484   4.07450250  -2.46648335   0.00020648   0.00000000   0.00000000   5.40467946
0.00160000   0.00864733  -1.56039950  -1.20229447  -0.00802649   4.07450250  -2.46648335   0.00023492   0.00000001   0.00000000   5.40467946
0.00170000   0.00918777  -1.55974970  -1.20229447  -0.00852815   4.07450250  -2.46648335   0.00026521   0.00000001   0.00000000   5.40467946
