         t            r          psi           cs           qs            p          sig            A            V            Q           s1
0.00000000   0.00000000  -1.57079633  -1.21137992  -0.00000000   4.11620865  -2.40184405   0.00000000   0.00000000   0.00000000   5.80597238
0.00010000   0.00058060  -1.57009300  -1.21137992  -0.00049434   4.11620865  -2.40184405   0.00000106   0.00000000   0.00000000   5.80597238
0.00020000   0.00116119  -1.56938968  -1.21137992  -0.00098869   4.11620865  -2.40184405   0.00000424   0.00000000   0.00000000   5.80597238
0.00030000   0.00174179  -1.56868636  -1.21137992  -0.00148303   4.11620865  -2.40184405   0.00000953   0.00000000   0.00000000   5.80597238
0.00040000   0.00232239  -1.56798303  -1.21137992  -0.00197738   4.11620865  -2.40184405   0.00001694   0.00000000   0.00000000   5.80597238
0.00050000   0.00290298  -1.56727971  -1.21137992  -0.00247172   4.11620865  -2.40184405   0.00002648   0.00000000   0.00000000   5.80597238
0.00060000   0.00348357  -1.56657638  -1.21137992  -0.00296607   4.11620865  -2.40184405   0.00003812   0.00000000   0.00000000   5.80597238
0.00070000   0.00406416  -1.56587306  -1.21137992  -0.00346041   4.11620865  -2.40184405   0.00005189   0.00000000   0.00000000   5.80597238
0.00080000   0.00464475  -1.56516974  -1.21137992  -0.00395476   4.11620865  -2.40184405   0.00006778   0.00000000   0.00000000   5.80597238
0.00090000   0.00522534  -1.56446641  -1.21137992  -0.00444910   4.11620865  -2.40184405   0.00008578   0.00000000   0.00000000   5.80597238
0.00100000   0.00580592  -1.56376309  -1.21137992  -0.00494344   4.11620865  -2.40184405   0.00010590   0.00000000   0.00000000   5.80597238
0.00110000   0.00638651  -1.56305976  -1.21137992  -0.00543779   4.11620865  -2.40184405   0.00012814   0.00000000   0.00000000   5.80597238
0.00120000   0.00696708  -1.56235644  -1.21137992  -0.00593213   4.11620865  -2.40184405   0.00015250   0.00000000   0.00000000   5.80597238
0.00130000   0.00754766  -1.56165312  -1.21137992  -0.00642648   4.11620865  -2.40184405   0.00017897   0.00000000   0.00000000   5.80597238
0.00140000   0.00812823  -1.56094979  -1.21137992  -0.00692082   4.11620865  -2.40184405   0.00020756   0.00000000   0.00000000   5.80597238
0.00150000   0.00870880  -1.56024647  -1.21137992  -0.00741517   4.11620865  -2.40184405   0.00023827   0.00000001   0.00000000   5.80597238
0.00160000   0.00928936  -1.55954315  -1.21137992  -0.00790951   4.11620865  -2.40184405   0.00027110   0.00000001   0.00000000   5.80597238
0.00170000   0.00986992  -1.55883982  -1.21137992  -0.00840386   4.11620865  -2.40184405   0.00030605   0.00000001   0.00000000   5.80597238
0.00180000   0.01045047  -1.55813650  -1.21137992  -0.00889820   4.11620865  -2.40184405   0.00034311   0.00000001   0.00000000   5.80597238
0.00190000   0.01103102  -1.55743317  -1.21137992  -0.00939255   4.11620865  -2.40184405   0.00038230   0.00000001   0.00000000   5.80597238
0.00200000   0.01161156  -1.55672985  -1.21137992  -0.00988689   4.11620865  -2.40184405   0.00042360   0.00000002   0.00000000   5.80597238
0.00210000   0.01219210  -1.55602653  -1.21137992  -0.01038123   4.11620865  -2.40184405   0.00046701   0.00000002   0.00000000   5.80597238
0.00220000   0.01277263  -1.55532320  -1.21137992  -0.01087558   4.11620865  -2.40184405   0.00051255   0.00000003   0.00000000   5.80597238
0.00230000   0.01335315  -1.55461988  -1.21137992  -0.01136992   4.11620865  -2.40184405   0.00056020   0.00000003   0.00000000   5.80597238
0.00240000   0.01393367  -1.55391655  -1.21137992  -0.01186427   4.11620865  -2.40184405   0.00060997   0.00000004   0.00000000   5.80597238
0.00250000   0.01451418  -1.55321323  -1.21137992  -0.01235861   4.11620865  -2.40184405   0.00066186   0.00000004   0.00000000   5.80597238
0.00260000   0.01509469  -1.55250991  -1.21137992  -0.01285296   4.11620865  -2.40184405   0.00071587   0.00000005   0.00000000   5.80597238
0.00270000   0.01567518  -1.55180658  -1.21137992  -0.01334730   4.11620865  -2.40184405   0.00077199   0.00000006   0.00000000   5.80597238
0.00280000   0.01625567  -1.55110326  -1.21137992  -0.01384165   4.11620865  -2.40184405   0.00083024   0.00000007   0.00000000   5.80597238
0.00290000   0.01683615  -1.55039994  -1.21137992  -0.01433599   4.11620865  -2.40184405   0.00089060   0.00000008   0.00000000   5.80597238
0.00300000   0.01741662  -1.54969661  -1.21137992  -0.01483033   4.11620865  -2.40184405   0.00095307   0.00000009   0.00000000   5.80597238
0.00310000   0.01799709  -1.54899329  -1.21137992  -0.01532468   4.11620865  -2.40184405   0.00101767   0.00000010   0.00000000   5.80597238
0.00320000   0.01857754  -1.54828996  -1.21137992  -0.01581902   4.11620865  -2.40184405   0.00108438   0.00000011   0.00000000   5.80597238
0.00330000   0.01915799  -1.54758664  -1.21137992  -0.01631337   4.11620865  -2.40184405   0.00115321   0.00000013   0.00000000   5.80597238
0.00340000   0.01973842  -1.54688332  -1.21137992  -0.01680771   4.11620865  -2.40184405   0.00122416   0.00000014   0.00000000   5.80597238
0.00350000   0.02031885  -1.54617999  -1.21137992  -0.01730206   4.11620865  -2.40184405   0.00129722   0.00000016   0.00000000   5.80597238
0.00360000   0.02089927  -1.54547667  -1.21137992  -0.01779640   4.11620865  -2.40184405   0.00137240   0.00000018   0.00000000   5.80597238
0.00370000   0.02147967  -1.54477334  -1.21137992  -0.01829075   4.11620865  -2.40184405   0.00144970   0.00000020   0.00000000   5.80597238
0.00380000   0.02206007  -1.54407002  -1.21137992  -0.01878509   4.11620865  -2.40184405   0.00152912   0.00000023   0.00000000   5.80597238
0.00390000   0.02264045  -1.54336670  -1.21137992  -0.01927943   4.11620865  -2.40184405   0.00161065   0.00000025   0.00000000   5.80597238
0.00400000   0.02322083  -1.54266337  -1.21137992  -0.01977378   4.11620865  -2.40184405   0.00169430   0.00000028   0.00000000   5.80597238
0.00410000   0.02380119  -1.54196005  -1.21137992  -0.02026812   4.11620865  -2.40184405   0.00178007   0.00000031   0.00000000   5.80597238
0.00420000   0.02438154  -1.54125673  -1.21137992  -0.02076247   4.11620865  -2.40184405   0.00186796   0.00000034   0.00000000   5.80597238
0.00430000   0.02496188  -1.54055340  -1.21137992  -0.02125681   4.11620865  -2.40184405   0.00195796   0.00000037   0.00000000   5.80597238
0.00440000   0.02554220  -1.53985008  -1.21137992  -0.02175116   4.11620865  -2.40184405   0.00205008   0.00000041   0.00000000   5.80597238
0.00450000   0.02612251  -1.53914675  -1.21137992  -0.02224550   4.11620865  -2.40184405   0.00214431   0.00000044   0.00000000   5.80597238
0.00460000   0.02670281  -1.53844343  -1.21137992  -0.02273985   4.11620865  -2.40184405   0.00224067   0.00000048   0.00000000   5.80597238
0.00470000   0.02728310  -1.53774011  -1.21137992  -0.02323419   4.11620865  -2.40184405   0.00233914   0.00000053   0.00000000   5.80597238
0.00480000   0.02786337  -1.53703678  -1.21137992  -0.02372854   4.11620865  -2.40184405   0.00243973   0.00000057   0.00000000   5.80597238
0.00490000   0.02844363  -1.53633346  -1.21137992  -0.02422288   4.11620865  -2.40184405   0.00254243   0.00000062   0.00000000   5.80597238
0.00500000   0.02902388  -1.53563013  -1.21137992  -0.02471722   4.11620865  -2.40184405   0.00264725   0.00000068   0.00000000   5.80597238
0.00510000   0.02960411  -1.53492681  -1.21137992  -0.02521157   4.11620865  -2.40184405   0.00275419   0.00000073   0.00000000   5.80597238
0.00520000   0.03018433  -1.53422349  -1.21137992  -0.02570591   4.11620865  -2.40184405   0.00286324   0.00000079   0.00000000   5.80597238
0.00530000   0.03076453  -1.53352016  -1.21137992  -0.02620026   4.11620865  -2.40184405   0.00297441   0.00000085   0.00000000   5.80597238
0.00540000   0.03134471  -1.53281684  -1.21137992  -0.02669460   4.11620865  -2.40184405   0.00308770   0.00000092   0.00000000   5.80597238
0.00550000   0.03192488  -1.53211352  -1.21137992  -0.02718895   4.11620865  -2.40184405   0.00320310   0.00000099   0.00000000   5.80597238
0.00560000   0.03250504  -1.53141019  -1.21137992  -0.02768329   4.11620865  -2.40184405   0.00332062   0.00000106   0.00000000   5.80597238
0.00570000   0.03308518  -1.53070687  -1.21137992  -0.02817764   4.11620865  -2.40184405   0.00344026   0.00000114   0.00000000   5.80597238
0.00580000   0.03366530  -1.53000354  -1.21137992  -0.02867198   4.11620865  -2.40184405   0.00356201   0.00000122   0.00000000   5.80597238
0.00590000   0.03424541  -1.52930022  -1.21137992  -0.02916632   4.11620865  -2.40184405   0.00368588   0.00000131   0.00000000   5.80597238
0.00600000   0.03482550  -1.52859690  -1.21137992  -0.02966067   4.11620865  -2.40184405   0.00381187   0.00000140   0.00000000   5.80597238
0.00610000   0.03540557  -1.52789357  -1.21137992  -0.03015501   4.11620865  -2.40184405   0.00393997   0.00000150   0.00000000   5.80597238
0.00620000   0.03598562  -1.52719025  -1.21137992  -0.03064936   4.11620865  -2.40184405   0.00407019   0.00000160   0.00000000   5.80597238
0.00630000   0.03656566  -1.52648693  -1.21137992  -0.03114370   4.11620865  -2.40184405   0.00420252   0.00000170   0.00000000   5.80597238
0.00640000   0.03714568  -1.52578360  -1.21137992  -0.03163805   4.11620865  -2.40184405   0.00433697   0.00000181   0.00000000   5.80597238
0.00650000   0.03772568  -1.52508028  -1.21137992  -0.03213239   4.11620865  -2.40184405   0.00447354   0.00000193   0.00000000   5.80597238
0.00660000   0.03830566  -1.52437695  -1.21137992  -0.03262674   4.11620865  -2.40184405   0.00461222   0.00000205   0.00000000   5.80597238
0.00670000   0.03888562  -1.52367363  -1.21137992  -0.03312108   4.11620865  -2.40184405   0.00475301   0.00000218   0.00000000   5.80597238
0.00680000   0.03946556  -1.52297031  -1.21137992  -0.03361542   4.11620865  -2.40184405   0.00489593   0.00000231   0.00000000   5.80597238
0.00690000   0.04004549  -1.52226698  -1.21137992  -0.03410977   4.11620865  -2.40184405   0.00504095   0.00000245   0.00000000   5.80597238
0.00700000   0.04062539  -1.52156366  -1.21137992  -0.03460411   4.11620865  -2.40184405   0.00518810   0.00000259   0.00000000   5.80597238
0.00710000   0.04120527  -1.52086033  -1.21137992  -0.03509846   4.11620865  -2.40184405   0.00533736   0.00000275   0.00000000   5.80597238
0.00720000   0.04178514  -1.52015701  -1.21137992  -0.03559280   4.11620865  -2.40184405   0.00548873   0.00000290   0.00000000   5.80597238
0.00730000   0.04236498  -1.51945369  -1.21137992  -0.03608715   4.11620865  -2.40184405   0.00564222   0.00000307   0.00000000   5.80597238
