         t            r          psi           cs           qs            p          sig            A            V            Q           s1
0.00000000   0.00000000  -1.57079633  -1.21472769  -0.00000000   4.92420778  -2.72172270   0.00000000   0.00000000   0.00000000   7.05226758
0.00010000   0.00070523  -1.56993967  -1.21472769  -0.00059525   4.92420778  -2.72172270   0.00000156   0.00000000   0.00000000   7.05226758
0.00020000   0.00141045  -1.56908301  -1.21472769  -0.00119049   4.92420778  -2.72172270   0.00000625   0.00000000   0.00000000   7.05226758
0.00030000   0.00211568  -1.56822635  -1.21472769  -0.00178574   4.92420778  -2.72172270   0.00001406   0.00000000   0.00000000   7.05226758
0.00040000   0.00282090  -1.56736969  -1.21472769  -0.00238098   4.92420778  -2.72172270   0.00002500   0.00000000   0.00000000   7.05226758
0.00050000   0.00352612  -1.56651303  -1.21472769  -0.00297623   4.92420778  -2.72172270   0.00003906   0.00000000   0.00000000   7.05226758
0.00060000   0.00423134  -1.56565638  -1.21472769  -0.00357147   4.92420778  -2.72172270   0.00005625   0.00000000   0.00000000   7.05226758
0.00070000   0.00493656  -1.56479972  -1.21472769  -0.00416672   4.92420778  -2.72172270   0.00007656   0.00000000   0.00000000   7.05226758
0.00080000   0.00564177  -1.56394306  -1.21472769  -0.00476196   4.92420778  -2.72172270   0.00010000   0.00000000   0.00000000   7.05226758
0.00090000   0.00634698  -1.56308640  -1.21472769  -0.00535721   4.92420778  -2.72172270   0.00012656   0.00000000   0.00000000   7.05226758
0.00100000   0.00705218  -1.56222974  -1.21472769  -0.00595245   4.92420778  -2.72172270   0.00015624   0.00000000   0.00000000   7.05226758
0.00110000   0.00775738  -1.56137308  -1.21472769  -0.00654770   4.92420778  -2.72172270   0.00018906   0.00000000   0.00000000   7.05226758
0.00120000   0.00846257  -1.56051643  -1.21472769  -0.00714294   4.92420778  -2.72172270   0.00022499   0.00000000   0.00000000   7.05226758
0.00130000   0.00916776  -1.55965977  -1.21472769  -0.00773819   4.92420778  -2.72172270   0.00026405   0.00000001   0.00000000   7.05226758
0.00140000   0.00987294  -1.55880311  -1.21472769  -0.00833343   4.92420778  -2.72172270   0.00030624   0.00000001   0.00000000   7.05226758
0.00150000   0.01057811  -1.55794645  -1.21472769  -0.00892868   4.92420778  -2.72172270   0.00035155   0.00000001   0.00000000   7.05226758
0.00160000   0.01128327  -1.55708979  -1.21472769  -0.00952392   4.92420778  -2.72172270   0.00039998   0.00000002   0.00000000   7.05226758
0.00170000   0.01198843  -1.55623313  -1.21472769  -0.01011917   4.92420778  -2.72172270   0.00045154   0.00000002   0.00000000   7.05226758
0.00180000   0.01269358  -1.55537647  -1.21472769  -0.01071441   4.92420778  -2.72172270   0.00050623   0.00000002   0.00000000   7.05226758
0.00190000   0.01339872  -1.55451982  -1.21472769  -0.01130966   4.92420778  -2.72172270   0.00056403   0.00000003   0.00000000   7.05226758
0.00200000   0.01410385  -1.55366316  -1.21472769  -0.01190491   4.92420778  -2.72172270   0.00062497   0.00000004   0.00000000   7.05226758
0.00210000   0.01480896  -1.55280650  -1.21472769  -0.01250015   4.92420778  -2.72172270   0.00068902   0.00000005   0.00000000   7.05226758
0.00220000   0.01551407  -1.55194984  -1.21472769  -0.01309540   4.92420778  -2.72172270   0.00075621   0.00000006   0.00000000   7.05226758
0.00230000   0.01621917  -1.55109318  -1.21472769  -0.01369064   4.92420778  -2.72172270   0.00082651   0.00000007   0.00000000   7.05226758
0.00240000   0.01692425  -1.55023652  -1.21472769  -0.01428589   4.92420778  -2.72172270   0.00089994   0.00000008   0.00000000   7.05226758
0.00250000   0.01762932  -1.54937987  -1.21472769  -0.01488113   4.92420778  -2.72172270   0.00097650   0.00000009   0.00000000   7.05226758
0.00260000   0.01833438  -1.54852321  -1.21472769  -0.01547638   4.92420778  -2.72172270   0.00105618   0.00000011   0.00000000   7.05226758
0.00270000   0.01903942  -1.54766655  -1.21472769  -0.01607162   4.92420778  -2.72172270   0.00113898   0.00000013   0.00000000   7.05226758
0.00280000   0.01974446  -1.54680989  -1.21472769  -0.01666687   4.92420778  -2.72172270   0.00122491   0.00000015   0.00000000   7.05226758
0.00290000   0.02044947  -1.54595323  -1.21472769  -0.01726211   4.92420778  -2.72172270   0.00131396   0.00000017   0.00000000   7.05226758
0.00300000   0.02115447  -1.54509657  -1.21472769  -0.01785736   4.92420778  -2.72172270   0.00140613   0.00000019   0.00000000   7.05226758
0.00310000   0.02185946  -1.54423991  -1.21472769  -0.01845260   4.92420778  -2.72172270   0.00150143   0.00000022   0.00000000   7.05226758
0.00320000   0.02256443  -1.54338326  -1.21472769  -0.01904785   4.92420778  -2.72172270   0.00159985   0.00000025   0.00000000   7.05226758
0.00330000   0.02326938  -1.54252660  -1.21472769  -0.01964309   4.92420778  -2.72172270   0.00170140   0.00000028   0.00000000   7.05226758
0.00340000   0.02397432  -1.54166994  -1.21472769  -0.02023834   4.92420778  -2.72172270   0.00180607   0.00000032   0.00000000   7.05226758
0.00350000   0.02467924  -1.54081328  -1.21472769  -0.02083358   4.92420778  -2.72172270   0.00191386   0.00000035   0.00000000   7.05226758
0.00360000   0.02538414  -1.53995662  -1.21472769  -0.02142883   4.92420778  -2.72172270   0.00202478   0.00000040   0.00000000   7.05226758
0.00370000   0.02608902  -1.53909996  -1.21472769  -0.02202407   4.92420778  -2.72172270   0.00213882   0.00000044   0.00000000   7.05226758
0.00380000   0.02679388  -1.53824330  -1.21472769  -0.02261932   4.92420778  -2.72172270   0.00225599   0.00000049   0.00000000   7.05226758
0.00390000   0.02749873  -1.53738665  -1.21472769  -0.02321457   4.92420778  -2.72172270   0.00237627   0.00000055   0.00000000   7.05226758
0.00400000   0.02820355  -1.53652999  -1.21472769  -0.02380981   4.92420778  -2.72172270   0.00249968   0.00000060   0.00000000   7.05226758
0.00410000   0.02890835  -1.53567333  -1.21472769  -0.02440506   4.92420778  -2.72172270   0.00262622   0.00000067   0.00000000   7.05226758
0.00420000   0.02961313  -1.53481667  -1.21472769  -0.02500030   4.92420778  -2.72172270   0.00275587   0.00000073   0.00000000   7.05226758
0.00430000   0.03031789  -1.53396001  -1.21472769  -0.02559555   4.92420778  -2.72172270   0.00288865   0.00000081   0.00000000   7.05226758
0.00440000   0.03102263  -1.53310335  -1.21472769  -0.02619079   4.92420778  -2.72172270   0.00302455   0.00000088   0.00000000   7.05226758
0.00450000   0.03172734  -1.53224670  -1.21472769  -0.02678604   4.92420778  -2.72172270   0.00316358   0.00000097   0.00000000   7.05226758
0.00460000   0.03243204  -1.53139004  -1.21472769  -0.02738128   4.92420778  -2.72172270   0.00330573   0.00000106   0.00000000   7.05226758
0.00470000   0.03313670  -1.53053338  -1.21472769  -0.02797653   4.92420778  -2.72172270   0.00345100   0.00000115   0.00000000   7.05226758
0.00480000   0.03384135  -1.52967672  -1.21472769  -0.02857177   4.92420778  -2.72172270   0.00359939   0.00000125   0.00000000   7.05226758
0.00490000   0.03454596  -1.52882006  -1.21472769  -0.02916702   4.92420778  -2.72172270   0.00375090   0.00000136   0.00000000   7.05226758
0.00500000   0.03525056  -1.52796340  -1.21472769  -0.02976226   4.92420778  -2.72172270   0.00390554   0.00000147   0.00000000   7.05226758
0.00510000   0.03595512  -1.52710674  -1.21472769  -0.03035751   4.92420778  -2.72172270   0.00406330   0.00000160   0.00000000   7.05226758
0.00520000   0.03665966  -1.52625009  -1.21472769  -0.03095275   4.92420778  -2.72172270   0.00422418   0.00000172   0.00000000   7.05226758
0.00530000   0.03736418  -1.52539343  -1.21472769  -0.03154800   4.92420778  -2.72172270   0.00438818   0.00000186   0.00000000   7.05226758
0.00540000   0.03806866  -1.52453677  -1.21472769  -0.03214324   4.92420778  -2.72172270   0.00455531   0.00000201   0.00000000   7.05226758
0.00550000   0.03877312  -1.52368011  -1.21472769  -0.03273849   4.92420778  -2.72172270   0.00472555   0.00000216   0.00000000   7.05226758
0.00560000   0.03947755  -1.52282345  -1.21472769  -0.03333373   4.92420778  -2.72172270   0.00489892   0.00000232   0.00000000   7.05226758
0.00570000   0.04018195  -1.52196679  -1.21472769  -0.03392898   4.92420778  -2.72172270   0.00507541   0.00000249   0.00000000   7.05226758
0.00580000   0.04088632  -1.52111014  -1.21472769  -0.03452423   4.92420778  -2.72172270   0.00525502   0.00000267   0.00000000   7.05226758
0.00590000   0.04159067  -1.52025348  -1.21472769  -0.03511947   4.92420778  -2.72172270   0.00543775   0.00000286   0.00000000   7.05226758
0.00600000   0.04229498  -1.51939682  -1.21472769  -0.03571472   4.92420778  -2.72172270   0.00562360   0.00000306   0.00000000   7.05226758
0.00610000   0.04299926  -1.51854016  -1.21472769  -0.03630996   4.92420778  -2.72172270   0.00581257   0.00000327   0.00000000   7.05226758
0.00620000   0.04370350  -1.51768350  -1.21472769  -0.03690521   4.92420778  -2.72172270   0.00600466   0.00000348   0.00000000   7.05226758
0.00630000   0.04440772  -1.51682684  -1.21472769  -0.03750045   4.92420778  -2.72172270   0.00619988   0.00000371   0.00000000   7.05226758
0.00640000   0.04511190  -1.51597018  -1.21472769  -0.03809570   4.92420778  -2.72172270   0.00639821   0.00000396   0.00000000   7.05226758
0.00650000   0.04581605  -1.51511353  -1.21472769  -0.03869094   4.92420778  -2.72172270   0.00659967   0.00000421   0.00000000   7.05226758
0.00660000   0.04652017  -1.51425687  -1.21472769  -0.03928619   4.92420778  -2.72172270   0.00680424   0.00000447   0.00000000   7.05226758
0.00670000   0.04722425  -1.51340021  -1.21472769  -0.03988143   4.92420778  -2.72172270   0.00701193   0.00000475   0.00000000   7.05226758
0.00680000   0.04792830  -1.51254355  -1.21472769  -0.04047668   4.92420778  -2.72172270   0.00722275   0.00000504   0.00000000   7.05226758
0.00690000   0.04863232  -1.51168689  -1.21472769  -0.04107192   4.92420778  -2.72172270   0.00743668   0.00000534   0.00000000   7.05226758
0.00700000   0.04933629  -1.51083023  -1.21472769  -0.04166717   4.92420778  -2.72172270   0.00765373   0.00000566   0.00000000   7.05226758
0.00710000   0.05004023  -1.50997358  -1.21472769  -0.04226241   4.92420778  -2.72172270   0.00787391   0.00000599   0.00000000   7.05226758
0.00720000   0.05074414  -1.50911692  -1.21472769  -0.04285766   4.92420778  -2.72172270   0.00809720   0.00000634   0.00000000   7.05226758
0.00730000   0.05144800  -1.50826026  -1.21472769  -0.04345290   4.92420778  -2.72172270   0.00832361   0.00000669   0.00000000   7.05226758
0.00740000   0.05215183  -1.50740360  -1.21472769  -0.04404815   4.92420778  -2.72172270   0.00855314   0.00000707   0.00000000   7.05226758
0.00750000   0.05285562  -1.50654694  -1.21472769  -0.04464339   4.92420778  -2.72172270   0.00878578   0.00000746   0.00000000   7.05226758
0.00760000   0.05355938  -1.50569028  -1.21472769  -0.04523864   4.92420778  -2.72172270   0.00902155   0.00000786   0.00000000   7.05226758
0.00770000   0.05426309  -1.50483362  -1.21472769  -0.04583388   4.92420778  -2.72172270   0.00926043   0.00000828   0.00000000   7.05226758
0.00780000   0.05496676  -1.50397697  -1.21472769  -0.04642913   4.92420778  -2.72172270   0.00950244   0.00000872   0.00000000   7.05226758
0.00790000   0.05567040  -1.50312031  -1.21472769  -0.04702438   4.92420778  -2.72172270   0.00974756   0.00000918   0.00000000   7.05226758
0.00800000   0.05637399  -1.50226365  -1.21472769  -0.04761962   4.92420778  -2.72172270   0.00999580   0.00000965   0.00000000   7.05226758
0.00810000   0.05707754  -1.50140699  -1.21472769  -0.04821487   4.92420778  -2.72172270   0.01024715   0.00001014   0.00000000   7.05226758
0.00820000   0.05778105  -1.50055033  -1.21472769  -0.04881011   4.92420778  -2.72172270   0.01050163   0.00001065   0.00000000   7.05226758
0.00830000   0.05848451  -1.49969367  -1.21472769  -0.04940536   4.92420778  -2.72172270   0.01075922   0.00001118   0.00000000   7.05226758
0.00840000   0.05918794  -1.49883702  -1.21472769  -0.05000060   4.92420778  -2.72172270   0.01101992   0.00001173   0.00000000   7.05226758
0.00850000   0.05989132  -1.49798036  -1.21472769  -0.05059585   4.92420778  -2.72172270   0.01128375   0.00001230   0.00000000   7.05226758
0.00860000   0.06059465  -1.49712370  -1.21472769  -0.05119109   4.92420778  -2.72172270   0.01155069   0.00001289   0.00000000   7.05226758
0.00870000   0.06129794  -1.49626704  -1.21472769  -0.05178634   4.92420778  -2.72172270   0.01182075   0.00001350   0.00000000   7.05226758
0.00880000   0.06200119  -1.49541038  -1.21472769  -0.05238158   4.92420778  -2.72172270   0.01209392   0.00001413   0.00000000   7.05226758
0.00890000   0.06270439  -1.49455372  -1.21472769  -0.05297683   4.92420778  -2.72172270   0.01237021   0.00001478   0.00000000   7.05226758
0.00900000   0.06340755  -1.49369706  -1.21472769  -0.05357207   4.92420778  -2.72172270   0.01264961   0.00001545   0.00000000   7.05226758
0.00910000   0.06411065  -1.49284041  -1.21472769  -0.05416732   4.92420778  -2.72172270   0.01293214   0.00001615   0.00000000   7.05226758
0.00920000   0.06481372  -1.49198375  -1.21472769  -0.05476256   4.92420778  -2.72172270   0.01321777   0.00001687   0.00000000   7.05226758
0.00930000   0.06551673  -1.49112709  -1.21472769  -0.05535781   4.92420778  -2.72172270   0.01350652   0.00001762   0.00000000   7.05226758
0.00940000   0.06621970  -1.49027043  -1.21472769  -0.05595305   4.92420778  -2.72172270   0.01379839   0.00001839   0.00000000   7.05226758
0.00950000   0.06692261  -1.48941377  -1.21472769  -0.05654830   4.92420778  -2.72172270   0.01409337   0.00001918   0.00000000   7.05226758
0.00960000   0.06762548  -1.48855711  -1.21472769  -0.05714354   4.92420778  -2.72172270   0.01439147   0.00002000   0.00000000   7.05226758
0.00970000   0.06832830  -1.48770046  -1.21472769  -0.05773879   4.92420778  -2.72172270   0.01469268   0.00002085   0.00000000   7.05226758
0.00980000   0.06903107  -1.48684380  -1.21472769  -0.05833404   4.92420778  -2.72172270   0.01499700   0.00002172   0.00000000   7.05226758
0.00990000   0.06973378  -1.48598714  -1.21472769  -0.05892928   4.92420778  -2.72172270   0.01530444   0.00002262   0.00000000   7.05226758
0.01000000   0.07043645  -1.48513048  -1.21472769  -0.05952453   4.92420778  -2.72172270   0.01561499   0.00002354   0.00000000   7.05226758
0.01010000   0.07113907  -1.48427384  -1.21468571  -0.06012120   4.92420778  -2.72172270   0.01592866   0.00002450   0.00000000   7.05226758
0.01020000   0.07184163  -1.48341722  -1.21464371  -0.06071780   4.92420778  -2.72172270   0.01624544   0.00002548   0.00000000   7.05226758
0.01030000   0.07254414  -1.48256064  -1.21460169  -0.06131434   4.92420778  -2.72172270   0.01656533   0.00002649   0.00000000   7.05226758
0.01040000   0.07324659  -1.48170408  -1.21455963  -0.06191081   4.92420778  -2.72172270   0.01688833   0.00002754   0.00000000   7.05226758
0.01050000   0.07394900  -1.48084756  -1.21451752  -0.06250722   4.92420778  -2.72172270   0.01721445   0.00002861   0.00000000   7.05226758
0.01060000   0.07465135  -1.47999106  -1.21447536  -0.06310357   4.92420778  -2.72172270   0.01754368   0.00002971   0.00000000   7.05226758
0.01070000   0.07535364  -1.47913460  -1.21443313  -0.06369985   4.92420778  -2.72172270   0.01787602   0.00003085   0.00000000   7.05226758
0.01080000   0.07605588  -1.47827816  -1.21439082  -0.06429606   4.92420778  -2.72172270   0.01821147   0.00003202   0.00000000   7.05226758
0.01090000   0.07675806  -1.47742176  -1.21434843  -0.06489222   4.92420778  -2.72172270   0.01855004   0.00003322   0.00000000   7.05226758
0.01100000   0.07746019  -1.47656538  -1.21430594  -0.06548831   4.92420778  -2.72172270   0.01889172   0.00003445   0.00000000   7.05226758
0.01110000   0.07816226  -1.47570903  -1.21426335  -0.06608434   4.92420778  -2.72172270   0.01923650   0.00003572   0.00000000   7.05226758
0.01120000   0.07886427  -1.47485272  -1.21422066  -0.06668030   4.92420778  -2.72172270   0.01958440   0.00003702   0.00000000   7.05226758
0.01130000   0.07956622  -1.47399643  -1.21417785  -0.06727620   4.92420778  -2.72172270   0.01993541   0.00003836   0.00000000   7.05226758
0.01140000   0.08026812  -1.47314018  -1.21413491  -0.06787204   4.92420778  -2.72172270   0.02028953   0.00003973   0.00000000   7.05226758
0.01150000   0.08096996  -1.47228395  -1.21409185  -0.06846782   4.92420778  -2.72172270   0.02064676   0.00004114   0.00000000   7.05226758
0.01160000   0.08167173  -1.47142776  -1.21404865  -0.06906354   4.92420778  -2.72172270   0.02100709   0.00004259   0.00000000   7.05226758
0.01170000   0.08237345  -1.47057159  -1.21400531  -0.06965919   4.92420778  -2.72172270   0.02137054   0.00004408   0.00000000   7.05226758
0.01180000   0.08307511  -1.46971546  -1.21396182  -0.07025478   4.92420778  -2.72172270   0.02173710   0.00004560   0.00000000   7.05226758
0.01190000   0.08377671  -1.46885935  -1.21391818  -0.07085031   4.92420778  -2.72172270   0.02210676   0.00004716   0.00000000   7.05226758
0.01200000   0.08447824  -1.46800328  -1.21387438  -0.07144577   4.92420778  -2.72172270   0.02247954   0.00004876   0.00000000   7.05226758
0.01210000   0.08517971  -1.46714724  -1.21383042  -0.07204118   4.92420778  -2.72172270   0.02285542   0.00005041   0.00000000   7.05226758
0.01220000   0.08588112  -1.46629123  -1.21378628  -0.07263652   4.92420778  -2.72172270   0.02323441   0.00005209   0.00000000   7.05226758
0.01230000   0.08658247  -1.46543525  -1.21374197  -0.07323180   4.92420778  -2.72172270   0.02361651   0.00005382   0.00000000   7.05226758
0.01240000   0.08728376  -1.46457930  -1.21369749  -0.07382702   4.92420778  -2.72172270   0.02400172   0.00005558   0.00000000   7.05226758
0.01250000   0.08798498  -1.46372339  -1.21365282  -0.07442217   4.92420778  -2.72172270   0.02439003   0.00005740   0.00000000   7.05226758
0.01260000   0.08868613  -1.46286750  -1.21360796  -0.07501727   4.92420778  -2.72172270   0.02478146   0.00005925   0.00000000   7.05226758
0.01270000   0.08938722  -1.46201165  -1.21356291  -0.07561230   4.92420778  -2.72172270   0.02517598   0.00006115   0.00000000   7.05226758
0.01280000   0.09008825  -1.46115583  -1.21351766  -0.07620726   4.92420778  -2.72172270   0.02557362   0.00006310   0.00000000   7.05226758
0.01290000   0.09078921  -1.46030004  -1.21347222  -0.07680217   4.92420778  -2.72172270   0.02597436   0.00006509   0.00000000   7.05226758
0.01300000   0.09149010  -1.45944428  -1.21342658  -0.07739701   4.92420778  -2.72172270   0.02637820   0.00006712   0.00000000   7.05226758
0.01310000   0.09219093  -1.45858856  -1.21338073  -0.07799180   4.92420778  -2.72172270   0.02678516   0.00006921   0.00000000   7.05226758
0.01320000   0.09289168  -1.45773287  -1.21333467  -0.07858651   4.92420778  -2.72172270   0.02719521   0.00007134   0.00000000   7.05226758
0.01330000   0.09359237  -1.45687721  -1.21328840  -0.07918117   4.92420778  -2.72172270   0.02760837   0.00007352   0.00000000   7.05226758
0.01340000   0.09429299  -1.45602158  -1.21324191  -0.07977576   4.92420778  -2.72172270   0.02802464   0.00007575   0.00000000   7.05226758
0.01350000   0.09499355  -1.45516599  -1.21319521  -0.08037029   4.92420778  -2.72172270   0.02844401   0.00007803   0.00000000   7.05226758
0.01360000   0.09569403  -1.45431043  -1.21314828  -0.08096476   4.92420778  -2.72172270   0.02886649   0.00008037   0.00000000   7.05226758
0.01370000   0.09639444  -1.45345490  -1.21310113  -0.08155916   4.92420778  -2.72172270   0.02929207   0.00008275   0.00000000   7.05226758
0.01380000   0.09709478  -1.45259940  -1.21305376  -0.08215350   4.92420778  -2.72172270   0.02972075   0.00008519   0.00000000   7.05226758
0.01390000   0.09779505  -1.45174394  -1.21300615  -0.08274777   4.92420778  -2.72172270   0.03015253   0.00008768   0.00000000   7.05226758
0.01400000   0.09849525  -1.45088852  -1.21295832  -0.08334198   4.92420778  -2.72172270   0.03058742   0.00009022   0.00000000   7.05226758
0.01410000   0.09919538  -1.45003312  -1.21291026  -0.08393613   4.92420778  -2.72172270   0.03102541   0.00009282   0.00000000   7.05226758
0.01420000   0.09989543  -1.44917776  -1.21286196  -0.08453021   4.92420778  -2.72172270   0.03146650   0.00009547   0.00000000   7.05226758
0.01430000   0.10059541  -1.44832244  -1.21281342  -0.08512423   4.92420778  -2.72172270   0.03191070   0.00009818   0.00000000   7.05226758
0.01440000   0.10129532  -1.44746715  -1.21276465  -0.08571819   4.92420778  -2.72172270   0.03235800   0.00010095   0.00000000   7.05226758
0.01450000   0.10199516  -1.44661189  -1.21271563  -0.08631208   4.92420778  -2.72172270   0.03280839   0.00010378   0.00000000   7.05226758
0.01460000   0.10269491  -1.44575667  -1.21266637  -0.08690590   4.92420778  -2.72172270   0.03326189   0.00010666   0.00000000   7.05226758
0.01470000   0.10339460  -1.44490148  -1.21261687  -0.08749966   4.92420778  -2.72172270   0.03371849   0.00010961   0.00000000   7.05226758
0.01480000   0.10409420  -1.44404633  -1.21256713  -0.08809335   4.92420778  -2.72172270   0.03417819   0.00011261   0.00000000   7.05226758
0.01490000   0.10479374  -1.44319122  -1.21251713  -0.08868698   4.92420778  -2.72172270   0.03464099   0.00011568   0.00000000   7.05226758
0.01500000   0.10549319  -1.44233613  -1.21246688  -0.08928054   4.92420778  -2.72172270   0.03510688   0.00011880   0.00000000   7.05226758
0.01510000   0.10619257  -1.44148109  -1.21241639  -0.08987404   4.92420778  -2.72172270   0.03557588   0.00012199   0.00000000   7.05226758
