         t            r          psi           cs           qs            p          sig            A            V            Q           s1
0.00000000   0.00000000  -1.57079633  -1.17636787  -0.00000000   4.47228052  -2.55253861   0.00000000   0.00000000   0.00000000   7.28223283
0.00010000   0.00072822  -1.56993967  -1.17636787  -0.00055824   4.47228052  -2.55253861   0.00000167   0.00000000   0.00000000   7.28223283
0.00020000   0.00145645  -1.56908301  -1.17636787  -0.00111649   4.47228052  -2.55253861   0.00000666   0.00000000   0.00000000   7.28223283
0.00030000   0.00218467  -1.56822635  -1.17636787  -0.00167473   4.47228052  -2.55253861   0.00001499   0.00000000   0.00000000   7.28223283
0.00040000   0.00291289  -1.56736969  -1.17636787  -0.00223298   4.47228052  -2.55253861   0.00002666   0.00000000   0.00000000   7.28223283
0.00050000   0.00364111  -1.56651303  -1.17636787  -0.00279122   4.47228052  -2.55253861   0.00004165   0.00000000   0.00000000   7.28223283
0.00060000   0.00436932  -1.56565638  -1.17636787  -0.00334947   4.47228052  -2.55253861   0.00005998   0.00000000   0.00000000   7.28223283
0.00070000   0.00509753  -1.56479972  -1.17636787  -0.00390771   4.47228052  -2.55253861   0.00008163   0.00000000   0.00000000   7.28223283
0.00080000   0.00582574  -1.56394306  -1.17636787  -0.00446596   4.47228052  -2.55253861   0.00010662   0.00000000   0.00000000   7.28223283
0.00090000   0.00655394  -1.56308640  -1.17636787  -0.00502420   4.47228052  -2.55253861   0.00013495   0.00000000   0.00000000   7.28223283
0.00100000   0.00728214  -1.56222974  -1.17636787  -0.00558244   4.47228052  -2.55253861   0.00016660   0.00000000   0.00000000   7.28223283
0.00110000   0.00801034  -1.56137308  -1.17636787  -0.00614069   4.47228052  -2.55253861   0.00020159   0.00000000   0.00000000   7.28223283
0.00120000   0.00873853  -1.56051643  -1.17636787  -0.00669893   4.47228052  -2.55253861   0.00023990   0.00000001   0.00000000   7.28223283
0.00130000   0.00946671  -1.55965977  -1.17636787  -0.00725718   4.47228052  -2.55253861   0.00028155   0.00000001   0.00000000   7.28223283
0.00140000   0.01019488  -1.55880311  -1.17636787  -0.00781542   4.47228052  -2.55253861   0.00032654   0.00000001   0.00000000   7.28223283
0.00150000   0.01092305  -1.55794645  -1.17636787  -0.00837367   4.47228052  -2.55253861   0.00037485   0.00000001   0.00000000   7.28223283
0.00160000   0.01165121  -1.55708979  -1.17636787  -0.00893191   4.47228052  -2.55253861   0.00042649   0.00000002   0.00000000   7.28223283
0.00170000   0.01237936  -1.55623313  -1.17636787  -0.00949016   4.47228052  -2.55253861   0.00048147   0.00000002   0.00000000   7.28223283
0.00180000   0.01310750  -1.55537647  -1.17636787  -0.01004840   4.47228052  -2.55253861   0.00053978   0.00000003   0.00000000   7.28223283
0.00190000   0.01383563  -1.55451982  -1.17636787  -0.01060664   4.47228052  -2.55253861   0.00060142   0.00000003   0.00000000   7.28223283
0.00200000   0.01456375  -1.55366316  -1.17636787  -0.01116489   4.47228052  -2.55253861   0.00066639   0.00000004   0.00000000   7.28223283
0.00210000   0.01529186  -1.55280650  -1.17636787  -0.01172313   4.47228052  -2.55253861   0.00073469   0.00000005   0.00000000   7.28223283
0.00220000   0.01601996  -1.55194984  -1.17636787  -0.01228138   4.47228052  -2.55253861   0.00080633   0.00000006   0.00000000   7.28223283
0.00230000   0.01674805  -1.55109318  -1.17636787  -0.01283962   4.47228052  -2.55253861   0.00088129   0.00000007   0.00000000   7.28223283
0.00240000   0.01747613  -1.55023652  -1.17636787  -0.01339787   4.47228052  -2.55253861   0.00095959   0.00000009   0.00000000   7.28223283
0.00250000   0.01820419  -1.54937987  -1.17636787  -0.01395611   4.47228052  -2.55253861   0.00104122   0.00000010   0.00000000   7.28223283
0.00260000   0.01893224  -1.54852321  -1.17636787  -0.01451435   4.47228052  -2.55253861   0.00112618   0.00000012   0.00000000   7.28223283
0.00270000   0.01966028  -1.54766655  -1.17636787  -0.01507260   4.47228052  -2.55253861   0.00121447   0.00000014   0.00000000   7.28223283
