         t            r          psi           cs           qs            p          sig            A            V            Q           s1
0.00000000   0.00000000  -1.57079633  -1.19712301  -0.00000000   4.65696770  -2.64690234   0.00000000   0.00000000   0.00000000   8.38739288
0.00010000   0.00083874  -1.56979225  -1.19712301  -0.00070470   4.65696770  -2.64690234   0.00000221   0.00000000   0.00000000   8.38739288
0.00020000   0.00167748  -1.56878818  -1.19712301  -0.00140939   4.65696770  -2.64690234   0.00000884   0.00000000   0.00000000   8.38739288
0.00030000   0.00251621  -1.56778410  -1.19712301  -0.00211409   4.65696770  -2.64690234   0.00001989   0.00000000   0.00000000   8.38739288
0.00040000   0.00335495  -1.56678003  -1.19712301  -0.00281878   4.65696770  -2.64690234   0.00003536   0.00000000   0.00000000   8.38739288
0.00050000   0.00419368  -1.56577596  -1.19712301  -0.00352348   4.65696770  -2.64690234   0.00005525   0.00000000   0.00000000   8.38739288
0.00060000   0.00503241  -1.56477188  -1.19712301  -0.00422817   4.65696770  -2.64690234   0.00007956   0.00000000   0.00000000   8.38739288
0.00070000   0.00587113  -1.56376781  -1.19712301  -0.00493287   4.65696770  -2.64690234   0.00010829   0.00000000   0.00000000   8.38739288
0.00080000   0.00670984  -1.56276373  -1.19712301  -0.00563756   4.65696770  -2.64690234   0.00014144   0.00000000   0.00000000   8.38739288
0.00090000   0.00754855  -1.56175966  -1.19712301  -0.00634226   4.65696770  -2.64690234   0.00017901   0.00000000   0.00000000   8.38739288
0.00100000   0.00838725  -1.56075559  -1.19712301  -0.00704695   4.65696770  -2.64690234   0.00022100   0.00000000   0.00000000   8.38739288
0.00110000   0.00922594  -1.55975151  -1.19712301  -0.00775165   4.65696770  -2.64690234   0.00026741   0.00000001   0.00000000   8.38739288
0.00120000   0.01006463  -1.55874744  -1.19712301  -0.00845634   4.65696770  -2.64690234   0.00031824   0.00000001   0.00000000   8.38739288
0.00130000   0.01090330  -1.55774336  -1.19712301  -0.00916104   4.65696770  -2.64690234   0.00037349   0.00000001   0.00000000   8.38739288
0.00140000   0.01174196  -1.55673929  -1.19712301  -0.00986573   4.65696770  -2.64690234   0.00043316   0.00000002   0.00000000   8.38739288
0.00150000   0.01258061  -1.55573522  -1.19712301  -0.01057043   4.65696770  -2.64690234   0.00049725   0.00000002   0.00000000   8.38739288
0.00160000   0.01341925  -1.55473114  -1.19712301  -0.01127512   4.65696770  -2.64690234   0.00056576   0.00000003   0.00000000   8.38739288
0.00170000   0.01425788  -1.55372707  -1.19712301  -0.01197982   4.65696770  -2.64690234   0.00063869   0.00000004   0.00000000   8.38739288
0.00180000   0.01509649  -1.55272299  -1.19712301  -0.01268451   4.65696770  -2.64690234   0.00071604   0.00000005   0.00000000   8.38739288
0.00190000   0.01593508  -1.55171892  -1.19712301  -0.01338921   4.65696770  -2.64690234   0.00079781   0.00000006   0.00000000   8.38739288
0.00200000   0.01677366  -1.55071484  -1.19712301  -0.01409390   4.65696770  -2.64690234   0.00088399   0.00000007   0.00000000   8.38739288
0.00210000   0.01761222  -1.54971077  -1.19712301  -0.01479860   4.65696770  -2.64690234   0.00097460   0.00000009   0.00000000   8.38739288
0.00220000   0.01845076  -1.54870670  -1.19712301  -0.01550329   4.65696770  -2.64690234   0.00106962   0.00000011   0.00000000   8.38739288
0.00230000   0.01928929  -1.54770262  -1.19712301  -0.01620799   4.65696770  -2.64690234   0.00116907   0.00000013   0.00000000   8.38739288
0.00240000   0.02012779  -1.54669855  -1.19712301  -0.01691268   4.65696770  -2.64690234   0.00127293   0.00000015   0.00000000   8.38739288
0.00250000   0.02096628  -1.54569447  -1.19712301  -0.01761738   4.65696770  -2.64690234   0.00138121   0.00000018   0.00000000   8.38739288
