         t            r          psi           cs           qs            p          sig            A            V            Q           s1
0.00000000   0.00000000  -1.57079633  -1.16142611  -0.00000000   3.62769715  -2.20783815   0.00000000   0.00000000   0.00000000   6.05569163
0.00010000   0.00060557  -1.57009300  -1.16142611  -0.00045441   3.62769715  -2.20783815   0.00000115   0.00000000   0.00000000   6.05569163
0.00020000   0.00121114  -1.56938968  -1.16142611  -0.00090883   3.62769715  -2.20783815   0.00000461   0.00000000   0.00000000   6.05569163
0.00030000   0.00181671  -1.56868636  -1.16142611  -0.00136324   3.62769715  -2.20783815   0.00001037   0.00000000   0.00000000   6.05569163
0.00040000   0.00242227  -1.56798303  -1.16142611  -0.00181766   3.62769715  -2.20783815   0.00001843   0.00000000   0.00000000   6.05569163
0.00050000   0.00302784  -1.56727971  -1.16142611  -0.00227207   3.62769715  -2.20783815   0.00002880   0.00000000   0.00000000   6.05569163
0.00060000   0.00363340  -1.56657638  -1.16142611  -0.00272649   3.62769715  -2.20783815   0.00004147   0.00000000   0.00000000   6.05569163
0.00070000   0.00423897  -1.56587306  -1.16142611  -0.00318090   3.62769715  -2.20783815   0.00005645   0.00000000   0.00000000   6.05569163
0.00080000   0.00484453  -1.56516974  -1.16142611  -0.00363532   3.62769715  -2.20783815   0.00007373   0.00000000   0.00000000   6.05569163
0.00090000   0.00545009  -1.56446641  -1.16142611  -0.00408973   3.62769715  -2.20783815   0.00009332   0.00000000   0.00000000   6.05569163
0.00100000   0.00605564  -1.56376309  -1.16142611  -0.00454414   3.62769715  -2.20783815   0.00011521   0.00000000   0.00000000   6.05569163
0.00110000   0.00666119  -1.56305976  -1.16142611  -0.00499856   3.62769715  -2.20783815   0.00013940   0.00000000   0.00000000   6.05569163
0.00120000   0.00726674  -1.56235644  -1.16142611  -0.00545297   3.62769715  -2.20783815   0.00016590   0.00000000   0.00000000   6.05569163
0.00130000   0.00787229  -1.56165312  -1.16142611  -0.00590739   3.62769715  -2.20783815   0.00019470   0.00000000   0.00000000   6.05569163
0.00140000   0.00847783  -1.56094979  -1.16142611  -0.00636180   3.62769715  -2.20783815   0.00022580   0.00000000   0.00000000   6.05569163
0.00150000   0.00908337  -1.56024647  -1.16142611  -0.00681622   3.62769715  -2.20783815   0.00025921   0.00000001   0.00000000   6.05569163
0.00160000   0.00968890  -1.55954315  -1.16142611  -0.00727063   3.62769715  -2.20783815   0.00029493   0.00000001   0.00000000   6.05569163
0.00170000   0.01029443  -1.55883982  -1.16142611  -0.00772505   3.62769715  -2.20783815   0.00033294   0.00000001   0.00000000   6.05569163
0.00180000   0.01089995  -1.55813650  -1.16142611  -0.00817946   3.62769715  -2.20783815   0.00037326   0.00000001   0.00000000   6.05569163
0.00190000   0.01150547  -1.55743317  -1.16142611  -0.00863387   3.62769715  -2.20783815   0.00041589   0.00000002   0.00000000   6.05569163
0.00200000   0.01211098  -1.55672985  -1.16142611  -0.00908829   3.62769715  -2.20783815   0.00046082   0.00000002   0.00000000   6.05569163
0.00210000   0.01271649  -1.55602653  -1.16142611  -0.00954270   3.62769715  -2.20783815   0.00050805   0.00000002   0.00000000   6.05569163
0.00220000   0.01332199  -1.55532320  -1.16142611  -0.00999712   3.62769715  -2.20783815   0.00055759   0.00000003   0.00000000   6.05569163
0.00230000   0.01392748  -1.55461988  -1.16142611  -0.01045153   3.62769715  -2.20783815   0.00060943   0.00000003   0.00000000   6.05569163
0.00240000   0.01453297  -1.55391655  -1.16142611  -0.01090595   3.62769715  -2.20783815   0.00066357   0.00000004   0.00000000   6.05569163
0.00250000   0.01513845  -1.55321323  -1.16142611  -0.01136036   3.62769715  -2.20783815   0.00072002   0.00000005   0.00000000   6.05569163
0.00260000   0.01574392  -1.55250991  -1.16142611  -0.01181478   3.62769715  -2.20783815   0.00077877   0.00000006   0.00000000   6.05569163
0.00270000   0.01634938  -1.55180658  -1.16142611  -0.01226919   3.62769715  -2.20783815   0.00083983   0.00000007   0.00000000   6.05569163
0.00280000   0.01695484  -1.55110326  -1.16142611  -0.01272360   3.62769715  -2.20783815   0.00090319   0.00000008   0.00000000   6.05569163
0.00290000   0.01756029  -1.55039994  -1.16142611  -0.01317802   3.62769715  -2.20783815   0.00096885   0.00000009   0.00000000   6.05569163
0.00300000   0.01816573  -1.54969661  -1.16142611  -0.01363243   3.62769715  -2.20783815   0.00103682   0.00000010   0.00000000   6.05569163
0.00310000   0.01877116  -1.54899329  -1.16142611  -0.01408685   3.62769715  -2.20783815   0.00110709   0.00000011   0.00000000   6.05569163
0.00320000   0.01937658  -1.54828996  -1.16142611  -0.01454126   3.62769715  -2.20783815   0.00117967   0.00000013   0.00000000   6.05569163
0.00330000   0.01998199  -1.54758664  -1.16142611  -0.01499568   3.62769715  -2.20783815   0.00125454   0.00000015   0.00000000   6.05569163
0.00340000   0.02058739  -1.54688332  -1.16142611  -0.01545009   3.62769715  -2.20783815   0.00133172   0.00000016   0.00000000   6.05569163
0.00350000   0.02119278  -1.54617999  -1.16142611  -0.01590451   3.62769715  -2.20783815   0.00141121   0.00000018   0.00000000   6.05569163
0.00360000   0.02179816  -1.54547667  -1.16142611  -0.01635892   3.62769715  -2.20783815   0.00149300   0.00000021   0.00000000   6.05569163
0.00370000   0.02240353  -1.54477334  -1.16142611  -0.01681333   3.62769715  -2.20783815   0.00157709   0.00000023   0.00000000   6.05569163
0.00380000   0.02300889  -1.54407002  -1.16142611  -0.01726775   3.62769715  -2.20783815   0.00166348   0.00000026   0.00000000   6.05569163
0.00390000   0.02361424  -1.54336670  -1.16142611  -0.01772216   3.62769715  -2.20783815   0.00175218   0.00000028   0.00000000   6.05569163
0.00400000   0.02421957  -1.54266337  -1.16142611  -0.01817658   3.62769715  -2.20783815   0.00184318   0.00000031   0.00000000   6.05569163
0.00410000   0.02482489  -1.54196005  -1.16142611  -0.01863099   3.62769715  -2.20783815   0.00193649   0.00000035   0.00000000   6.05569163
0.00420000   0.02543021  -1.54125673  -1.16142611  -0.01908541   3.62769715  -2.20783815   0.00203210   0.00000038   0.00000000   6.05569163
0.00430000   0.02603550  -1.54055340  -1.16142611  -0.01953982   3.62769715  -2.20783815   0.00213001   0.00000042   0.00000000   6.05569163
0.00440000   0.02664079  -1.53985008  -1.16142611  -0.01999424   3.62769715  -2.20783815   0.00223022   0.00000046   0.00000000   6.05569163
0.00450000   0.02724606  -1.53914675  -1.16142611  -0.02044865   3.62769715  -2.20783815   0.00233274   0.00000050   0.00000000   6.05569163
0.00460000   0.02785132  -1.53844343  -1.16142611  -0.02090306   3.62769715  -2.20783815   0.00243756   0.00000055   0.00000000   6.05569163
0.00470000   0.02845657  -1.53774011  -1.16142611  -0.02135748   3.62769715  -2.20783815   0.00254468   0.00000060   0.00000000   6.05569163
0.00480000   0.02906180  -1.53703678  -1.16142611  -0.02181189   3.62769715  -2.20783815   0.00265411   0.00000065   0.00000000   6.05569163
0.00490000   0.02966702  -1.53633346  -1.16142611  -0.02226631   3.62769715  -2.20783815   0.00276584   0.00000071   0.00000000   6.05569163
