         t            r          psi           cs           qs            p          sig            A            V            Q           s1
0.00000000   0.00000000  -1.57079633  -1.25456815   0.00000000   4.62940104  -2.68562271   0.00000000   0.00000000   0.00000000   5.17948448
0.00010000   0.00051795  -1.57014653  -1.25456815  -0.00054623   4.62940104  -2.68562271   0.00000084   0.00000000   0.00000000   5.17948448
0.00020000   0.00103590  -1.56949672  -1.25456815  -0.00109245   4.62940104  -2.68562271   0.00000337   0.00000000   0.00000000   5.17948448
0.00030000   0.00155384  -1.56884692  -1.25456815  -0.00163868   4.62940104  -2.68562271   0.00000759   0.00000000   0.00000000   5.17948448
0.00040000   0.00207179  -1.56819712  -1.25456815  -0.00218491   4.62940104  -2.68562271   0.00001348   0.00000000   0.00000000   5.17948448
0.00050000   0.00258974  -1.56754732  -1.25456815  -0.00273113   4.62940104  -2.68562271   0.00002107   0.00000000   0.00000000   5.17948448
0.00060000   0.00310768  -1.56689752  -1.25456815  -0.00327736   4.62940104  -2.68562271   0.00003034   0.00000000   0.00000000   5.17948448
0.00070000   0.00362563  -1.56624772  -1.25456815  -0.00382359   4.62940104  -2.68562271   0.00004130   0.00000000   0.00000000   5.17948448
0.00080000   0.00414357  -1.56559791  -1.25456815  -0.00436981   4.62940104  -2.68562271   0.00005394   0.00000000   0.00000000   5.17948448
0.00090000   0.00466151  -1.56494811  -1.25456815  -0.00491604   4.62940104  -2.68562271   0.00006827   0.00000000   0.00000000   5.17948448
0.00100000   0.00517945  -1.56429831  -1.25456815  -0.00546226   4.62940104  -2.68562271   0.00008428   0.00000000   0.00000000   5.17948448
0.00110000   0.00569738  -1.56364851  -1.25456815  -0.00600849   4.62940104  -2.68562271   0.00010198   0.00000000   0.00000000   5.17948448
0.00120000   0.00621532  -1.56299871  -1.25456815  -0.00655472   4.62940104  -2.68562271   0.00012136   0.00000000   0.00000000   5.17948448
0.00130000   0.00673325  -1.56234891  -1.25456815  -0.00710094   4.62940104  -2.68562271   0.00014243   0.00000000   0.00000000   5.17948448
0.00140000   0.00725118  -1.56169910  -1.25456815  -0.00764717   4.62940104  -2.68562271   0.00016519   0.00000000   0.00000000   5.17948448
0.00150000   0.00776910  -1.56104930  -1.25456815  -0.00819340   4.62940104  -2.68562271   0.00018963   0.00000000   0.00000000   5.17948448
0.00160000   0.00828703  -1.56039950  -1.25456815  -0.00873962   4.62940104  -2.68562271   0.00021575   0.00000000   0.00000000   5.17948448
0.00170000   0.00880494  -1.55974970  -1.25456815  -0.00928585   4.62940104  -2.68562271   0.00024357   0.00000001   0.00000000   5.17948448
0.00180000   0.00932286  -1.55909990  -1.25456815  -0.00983208   4.62940104  -2.68562271   0.00027306   0.00000001   0.00000000   5.17948448
0.00190000   0.00984077  -1.55845010  -1.25456815  -0.01037830   4.62940104  -2.68562271   0.00030425   0.00000001   0.00000000   5.17948448
0.00200000   0.01035868  -1.55780029  -1.25456815  -0.01092453   4.62940104  -2.68562271   0.00033711   0.00000001   0.00000000   5.17948448
0.00210000   0.01087658  -1.55715049  -1.25456815  -0.01147076   4.62940104  -2.68562271   0.00037167   0.00000001   0.00000000   5.17948448
0.00220000   0.01139448  -1.55650069  -1.25456815  -0.01201698   4.62940104  -2.68562271   0.00040791   0.00000002   0.00000000   5.17948448
0.00230000   0.01191237  -1.55585089  -1.25456815  -0.01256321   4.62940104  -2.68562271   0.00044583   0.00000002   0.00000000   5.17948448
0.00240000   0.01243026  -1.55520109  -1.25456815  -0.01310943   4.62940104  -2.68562271   0.00048544   0.00000002   0.00000000   5.17948448
0.00250000   0.01294814  -1.55455129  -1.25456815  -0.01365566   4.62940104  -2.68562271   0.00052674   0.00000003   0.00000000   5.17948448
0.00260000   0.01346602  -1.55390148  -1.25456815  -0.01420189   4.62940104  -2.68562271   0.00056972   0.00000003   0.00000000   5.17948448
0.00270000   0.01398389  -1.55325168  -1.25456815  -0.01474811   4.62940104  -2.68562271   0.00061438   0.00000004   0.00000000   5.17948448
0.00280000   0.01450176  -1.55260188  -1.25456815  -0.01529434   4.62940104  -2.68562271   0.00066073   0.00000004   0.00000000   5.17948448
0.00290000   0.01501962  -1.55195208  -1.25456815  -0.01584057   4.62940104  -2.68562271   0.00070877   0.00000005   0.00000000   5.17948448
0.00300000   0.01553747  -1.55130228  -1.25456815  -0.01638679   4.62940104  -2.68562271   0.00075849   0.00000006   0.00000000   5.17948448
0.00310000   0.01605532  -1.55065248  -1.25456815  -0.01693302   4.62940104  -2.68562271   0.00080990   0.00000007   0.00000000   5.17948448
0.00320000   0.01657316  -1.55000267  -1.25456815  -0.01747925   4.62940104  -2.68562271   0.00086299   0.00000007   0.00000000   5.17948448
0.00330000   0.01709099  -1.54935287  -1.25456815  -0.01802547   4.62940104  -2.68562271   0.00091777   0.00000008   0.00000000   5.17948448
0.00340000   0.01760881  -1.54870307  -1.25456815  -0.01857170   4.62940104  -2.68562271   0.00097423   0.00000009   0.00000000   5.17948448
0.00350000   0.01812663  -1.54805327  -1.25456815  -0.01911793   4.62940104  -2.68562271   0.00103238   0.00000011   0.00000000   5.17948448
0.00360000   0.01864444  -1.54740347  -1.25456815  -0.01966415   4.62940104  -2.68562271   0.00109221   0.00000012   0.00000000   5.17948448
0.00370000   0.01916225  -1.54675367  -1.25456815  -0.02021038   4.62940104  -2.68562271   0.00115373   0.00000013   0.00000000   5.17948448
0.00380000   0.01968004  -1.54610387  -1.25456815  -0.02075661   4.62940104  -2.68562271   0.00121694   0.00000015   0.00000000   5.17948448
0.00390000   0.02019783  -1.54545406  -1.25456815  -0.02130283   4.62940104  -2.68562271   0.00128183   0.00000016   0.00000000   5.17948448
0.00400000   0.02071561  -1.54480426  -1.25456815  -0.02184906   4.62940104  -2.68562271   0.00134840   0.00000018   0.00000000   5.17948448
0.00410000   0.02123337  -1.54415446  -1.25456815  -0.02239528   4.62940104  -2.68562271   0.00141666   0.00000020   0.00000000   5.17948448
0.00420000   0.02175113  -1.54350466  -1.25456815  -0.02294151   4.62940104  -2.68562271   0.00148660   0.00000022   0.00000000   5.17948448
0.00430000   0.02226889  -1.54285486  -1.25456815  -0.02348774   4.62940104  -2.68562271   0.00155823   0.00000024   0.00000000   5.17948448
0.00440000   0.02278663  -1.54220506  -1.25456815  -0.02403396   4.62940104  -2.68562271   0.00163154   0.00000027   0.00000000   5.17948448
0.00450000   0.02330436  -1.54155525  -1.25456815  -0.02458019   4.62940104  -2.68562271   0.00170654   0.00000029   0.00000000   5.17948448
0.00460000   0.02382208  -1.54090545  -1.25456815  -0.02512642   4.62940104  -2.68562271   0.00178323   0.00000032   0.00000000   5.17948448
0.00470000   0.02433979  -1.54025565  -1.25456815  -0.02567264   4.62940104  -2.68562271   0.00186159   0.00000035   0.00000000   5.17948448
0.00480000   0.02485749  -1.53960585  -1.25456815  -0.02621887   4.62940104  -2.68562271   0.00194165   0.00000038   0.00000000   5.17948448
0.00490000   0.02537519  -1.53895605  -1.25456815  -0.02676510   4.62940104  -2.68562271   0.00202338   0.00000041   0.00000000   5.17948448
0.00500000   0.02589287  -1.53830625  -1.25456815  -0.02731132   4.62940104  -2.68562271   0.00210681   0.00000044   0.00000000   5.17948448
